"postcode","location"
"PR25 1BX","53.684801,-2.710658"
"PR25 1DA","53.687928,-2.719766"
"PR25 1DB","53.686946,-2.721657"
"PR25 1DF","53.687538,-2.72041"
"PR25 1DG","53.686891,-2.720384"
"PR25 1DH","53.690359,-2.703786"
"PR25 1DJ","53.68237,-2.70179"
"PR25 1DL","53.691211,-2.702876"
"PR25 1FA","53.680333,-2.716605"
"PR25 1FB","53.680861,-2.715599"
"PR25 1FD","53.6803,-2.716196"
"PR25 1FL","53.686632,-2.698893"
"PR25 1GJ","53.69697,-2.710802"
"PR25 1GQ","53.694942,-2.713252"
"PR25 1GR","53.695171,-2.711045"
"PR25 1GS","53.69604,-2.714497"
"PR25 1GX","53.69426,-2.711514"
"PR25 1HA","53.68845,-2.699983"
"PR25 1HB","53.687997,-2.703458"
"PR25 1HD","53.687893,-2.706061"
"PR25 1HE","53.688038,-2.70882"
"PR25 1HG","53.689837,-2.705549"
"PR25 1HH","53.688395,-2.71243"
"PR25 1HJ","53.689073,-2.714728"
"PR25 1HL","53.6886,-2.705058"
"PR25 1HN","53.688286,-2.708067"
"PR25 1HP","53.689212,-2.70946"
"PR25 1HQ","53.688828,-2.707561"
"PR25 1HR","53.689644,-2.709316"
"PR25 1HS","53.690071,-2.714638"
"PR25 1HT","53.689443,-2.712917"
"PR25 1HU","53.689923,-2.713924"
"PR25 1HW","53.688798,-2.712588"
"PR25 1HX","53.690463,-2.715266"
"PR25 1HY","53.690853,-2.714788"
"PR25 1HZ","53.690436,-2.709223"
"PR25 1JA","53.689488,-2.714625"
"PR25 1JB","53.690407,-2.714144"
"PR25 1JD","53.689833,-2.712363"
"PR25 1JE","53.688997,-2.712273"
"PR25 1JH","53.68922,-2.711232"
"PR25 1JJ","53.689882,-2.707139"
"PR25 1JL","53.688692,-2.70188"
"PR25 1JS","53.694718,-2.717716"
"PR25 1JU","53.684573,-2.715757"
"PR25 1LA","53.681613,-2.717781"
"PR25 1LB","53.691432,-2.70191"
"PR25 1LD","53.69223,-2.70368"
"PR25 1LE","53.677924,-2.713858"
"PR25 1LF","53.683837,-2.715532"
"PR25 1LG","53.682121,-2.71841"
"PR25 1NB","53.692699,-2.706551"
"PR25 1ND","53.693038,-2.705496"
"PR25 1NS","53.691382,-2.704227"
"PR25 1PD","53.692133,-2.706254"
"PR25 1QD","53.693469,-2.71615"
"PR25 1QJ","53.698109,-2.711291"
"PR25 1QL","53.69556,-2.709143"
"PR25 1QN","53.694035,-2.707103"
"PR25 1QP","53.694903,-2.715235"
"PR25 1QQ","53.694643,-2.713641"
"PR25 1QR","53.694634,-2.710657"
"PR25 1QS","53.697341,-2.711839"
"PR25 1QT","53.696674,-2.712236"
"PR25 1QW","53.694376,-2.716241"
"PR25 1QX","53.693963,-2.710206"
"PR25 1QY","53.693871,-2.715021"
"PR25 1RB","53.69059,-2.711982"
"PR25 1RD","53.691164,-2.71231"
"PR25 1RE","53.692718,-2.709549"
"PR25 1RH","53.693183,-2.7098"
"PR25 1RJ","53.693473,-2.709426"
"PR25 1RL","53.692801,-2.707506"
"PR25 1RN","53.691314,-2.711222"
"PR25 1RP","53.692962,-2.712128"
"PR25 1RU","53.691994,-2.710279"
"PR25 1RX","53.692071,-2.709372"
"PR25 1TA","53.686827,-2.715992"
"PR25 1TB","53.687569,-2.71664"
"PR25 1TD","53.6865,-2.718196"
"PR25 1TE","53.686041,-2.71828"
"PR25 1TF","53.691071,-2.735114"
"PR25 1TG","53.687567,-2.715626"
"PR25 1TH","53.686063,-2.717554"
"PR25 1TJ","53.685403,-2.718148"
"PR25 1TL","53.689328,-2.71723"
"PR25 1TN","53.688857,-2.720931"
"PR25 1TP","53.68944,-2.721018"
"PR25 1TQ","53.689246,-2.721893"
"PR25 1TR","53.690328,-2.721306"
"PR25 1TS","53.690014,-2.71962"
"PR25 1TT","53.690003,-2.718453"
"PR25 1TU","53.690634,-2.718298"
"PR25 1TW","53.692237,-2.731182"
"PR25 1TX","53.690664,-2.720661"
"PR25 1TY","53.69224,-2.720188"
"PR25 1UA","53.692091,-2.719473"
"PR25 1UB","53.692896,-2.718775"
"PR25 1UD","53.692047,-2.717988"
"PR25 1UE","53.691832,-2.719227"
"PR25 1UG","53.684687,-2.71912"
"PR25 1UH","53.691334,-2.719839"
"PR25 1UJ","53.691233,-2.718686"
"PR25 1UL","53.691089,-2.717321"
"PR25 1UN","53.690966,-2.716819"
"PR25 1UP","53.689702,-2.716313"
"PR25 1UQ","53.689563,-2.716901"
"PR25 1UR","53.691038,-2.7162"
"PR25 1UT","53.690307,-2.717505"
"PR25 1UU","53.689524,-2.717431"
"PR25 1WB","53.700203,-2.706661"
"PR25 1XA","53.699058,-2.713397"
"PR25 1XB","53.698648,-2.71301"
"PR25 1XD","53.698247,-2.713883"
"PR25 1XE","53.696792,-2.715116"
"PR25 1XH","53.695831,-2.716342"
"PR25 1XJ","53.694283,-2.716724"
"PR25 1XL","53.692521,-2.717131"
"PR25 1XN","53.69363,-2.717773"
"PR25 1XP","53.693261,-2.719266"
"PR25 1XQ","53.6931,-2.719218"
"PR25 1XR","53.694175,-2.718581"
"PR25 1XS","53.697091,-2.71609"
"PR25 1XT","53.695402,-2.717516"
"PR25 1XU","53.695674,-2.718671"
"PR25 1XX","53.697247,-2.717123"
"PR25 1XY","53.696367,-2.716941"
"PR25 1YA","53.694433,-2.718665"
"PR25 1YB","53.694081,-2.720492"
"PR25 1YD","53.695482,-2.719243"
"PR25 1YE","53.697637,-2.718023"
"PR25 1YH","53.698825,-2.714711"
"PR25 1YJ","53.697469,-2.717505"
"PR25 1YL","53.698167,-2.715139"
"PR25 1YN","53.698326,-2.712537"
"PR25 1YP","53.69629,-2.715047"
"PR25 1ZU","53.690359,-2.703786"
"PR25 2AA","53.69543,-2.694676"
"PR25 2DD","53.694003,-2.704952"
"PR25 2DE","53.692716,-2.702053"
"PR25 2DG","53.698615,-2.704696"
"PR25 2DH","53.693993,-2.703286"
"PR25 2DJ","53.693251,-2.704424"
"PR25 2DL","53.694754,-2.7071"
"PR25 2DS","53.700349,-2.70506"
"PR25 2DY","53.701158,-2.703511"
"PR25 2EA","53.691846,-2.690953"
"PR25 2EB","53.689524,-2.69464"
"PR25 2ED","53.690774,-2.69298"
"PR25 2EE","53.691508,-2.691826"
"PR25 2EF","53.69323,-2.691006"
"PR25 2EH","53.69113,-2.694106"
"PR25 2EJ","53.691406,-2.690931"
"PR25 2EL","53.689801,-2.693252"
"PR25 2EN","53.688702,-2.698428"
"PR25 2EQ","53.691083,-2.700042"
"PR25 2ES","53.69139,-2.695125"
"PR25 2ET","53.690948,-2.695421"
"PR25 2EU","53.692771,-2.69583"
"PR25 2EX","53.690464,-2.699835"
"PR25 2FB","53.690197,-2.694848"
"PR25 2FD","53.690486,-2.69299"
"PR25 2FE","53.690822,-2.69239"
"PR25 2FH","53.690022,-2.693952"
"PR25 2FN","53.689392,-2.697152"
"PR25 2FQ","53.690548,-2.697868"
"PR25 2FR","53.691781,-2.69604"
"PR25 2FS","53.690918,-2.694512"
"PR25 2FT","53.692166,-2.696229"
"PR25 2FU","53.693211,-2.695746"
"PR25 2GB","53.696227,-2.702748"
"PR25 2GD","53.697284,-2.704749"
"PR25 2GE","53.696345,-2.708596"
"PR25 2GH","53.695571,-2.713247"
"PR25 2GU","53.697255,-2.709823"
"PR25 2LA","53.694781,-2.693258"
"PR25 2LB","53.694379,-2.694387"
"PR25 2LD","53.694278,-2.694673"
"PR25 2LE","53.694632,-2.692761"
"PR25 2LF","53.69316,-2.693837"
"PR25 2LG","53.692272,-2.698138"
"PR25 2LH","53.693315,-2.69646"
"PR25 2LJ","53.693128,-2.697744"
"PR25 2LL","53.692689,-2.69754"
"PR25 2LN","53.692714,-2.697813"
"PR25 2LP","53.692215,-2.698652"
"PR25 2LQ","53.692486,-2.696824"
"PR25 2LR","53.691226,-2.697213"
"PR25 2LS","53.691787,-2.69651"
"PR25 2LT","53.691329,-2.696536"
"PR25 2LU","53.691983,-2.698285"
"PR25 2LW","53.694221,-2.693688"
"PR25 2LX","53.692022,-2.700875"
"PR25 2LY","53.692273,-2.699471"
"PR25 2LZ","53.692426,-2.697853"
"PR25 2NA","53.69146,-2.700488"
"PR25 2NB","53.692999,-2.693774"
"PR25 2ND","53.692748,-2.698067"
"PR25 2NE","53.693286,-2.702971"
"PR25 2NF","53.693286,-2.702952"
"PR25 2NH","53.694639,-2.702236"
"PR25 2NJ","53.693452,-2.703761"
"PR25 2NL","53.694383,-2.706018"
"PR25 2NN","53.69472,-2.705176"
"PR25 2NP","53.693859,-2.695681"
"PR25 2NT","53.692949,-2.69609"
"PR25 2NU","53.69787,-2.695384"
"PR25 2NX","53.697476,-2.693499"
"PR25 2NY","53.697423,-2.694861"
"PR25 2NZ","53.69733,-2.692255"
"PR25 2QA","53.696033,-2.698897"
"PR25 2QB","53.695791,-2.701696"
"PR25 2QD","53.696787,-2.703802"
"PR25 2QE","53.696947,-2.707106"
"PR25 2QH","53.696158,-2.71144"
"PR25 2QU","53.697581,-2.709389"
"PR25 2RY","53.695916,-2.695957"
"PR25 2SA","53.695728,-2.69291"
"PR25 2SB","53.695012,-2.695321"
"PR25 2SD","53.694718,-2.694756"
"PR25 2SF","53.694054,-2.691474"
"PR25 2SG","53.693244,-2.691885"
"PR25 2SL","53.696542,-2.693317"
"PR25 2SR","53.695343,-2.693994"
"PR25 2SX","53.696323,-2.69245"
"PR25 2SY","53.695939,-2.693413"
"PR25 2TA","53.695508,-2.69362"
"PR25 2TB","53.696771,-2.69423"
"PR25 2TD","53.695367,-2.696115"
"PR25 2TE","53.69412,-2.695821"
"PR25 2TF","53.695244,-2.695507"
"PR25 2TH","53.693833,-2.697089"
"PR25 2TJ","53.694003,-2.697122"
"PR25 2TL","53.694437,-2.698265"
"PR25 2TN","53.695481,-2.698055"
"PR25 2TP","53.694629,-2.69945"
"PR25 2TQ","53.695846,-2.698591"
"PR25 2TR","53.695679,-2.697998"
"PR25 2TS","53.695222,-2.696264"
"PR25 2TT","53.696008,-2.697064"
"PR25 2TU","53.697335,-2.699252"
"PR25 2TW","53.696347,-2.699311"
"PR25 2TX","53.697486,-2.696377"
"PR25 2TY","53.696335,-2.698266"
"PR25 2UN","53.696357,-2.695798"
"PR25 2XA","53.696022,-2.70547"
"PR25 2XD","53.698185,-2.709096"
"PR25 2XE","53.697185,-2.706293"
"PR25 2XH","53.698059,-2.704565"
"PR25 2XL","53.697635,-2.704831"
"PR25 2XN","53.69758,-2.701952"
"PR25 2XP","53.697002,-2.702336"
"PR25 2XS","53.69631,-2.706838"
"PR25 2XT","53.695625,-2.707221"
"PR25 2XW","53.695637,-2.708205"
"PR25 2YA","53.695602,-2.691075"
"PR25 2YB","53.695844,-2.691291"
"PR25 2YD","53.695965,-2.692035"
"PR25 2YE","53.698524,-2.704967"
"PR25 2YF","53.700209,-2.706662"
"PR25 2YH","53.698595,-2.709663"
"PR25 2YJ","53.698582,-2.712056"
"PR25 2YL","53.697884,-2.708228"
"PR25 2YN","53.696746,-2.70006"
"PR25 2ZB","53.700203,-2.706661"
"PR25 2ZF","53.699482,-2.711753"
"PR25 2ZG","53.700391,-2.711329"
"PR25 2ZH","53.699045,-2.70955"
"PR25 2ZJ","53.699253,-2.71075"
"PR25 2ZL","53.697206,-2.707459"
"PR25 2ZN","53.6974,-2.70045"
"PR25 3AA","53.689035,-2.693618"
"PR25 3AB","53.6892,-2.688487"
"PR25 3AD","53.68894,-2.686817"
"PR25 3AE","53.688185,-2.683564"
"PR25 3AF","53.688212,-2.691454"
"PR25 3AG","53.686303,-2.688955"
"PR25 3AH","53.687604,-2.68622"
"PR25 3AJ","53.68434,-2.688014"
"PR25 3AL","53.687562,-2.693442"
"PR25 3AN","53.687561,-2.692246"
"PR25 3AP","53.68637,-2.692908"
"PR25 3AQ","53.687397,-2.683158"
"PR25 3AR","53.686182,-2.68176"
"PR25 3AS","53.68266,-2.684686"
"PR25 3AT","53.687474,-2.682235"
"PR25 3AU","53.68621,-2.684804"
"PR25 3AW","53.687161,-2.691285"
"PR25 3AX","53.685101,-2.683757"
"PR25 3AY","53.685193,-2.686484"
"PR25 3AZ","53.687284,-2.688622"
"PR25 3BA","53.685785,-2.683631"
"PR25 3BB","53.685671,-2.695561"
"PR25 3BD","53.684144,-2.693976"
"PR25 3BE","53.685234,-2.693508"
"PR25 3BF","53.706819,-2.687412"
"PR25 3BG","53.686897,-2.690297"
"PR25 3BH","53.684707,-2.692926"
"PR25 3BJ","53.687757,-2.69396"
"PR25 3BL","53.683611,-2.692787"
"PR25 3BN","53.683255,-2.692115"
"PR25 3BP","53.683791,-2.688035"
"PR25 3BQ","53.684115,-2.69116"
"PR25 3BS","53.683985,-2.687236"
"PR25 3BT","53.684556,-2.686443"
"PR25 3BU","53.682218,-2.69125"
"PR25 3BW","53.68279,-2.690275"
"PR25 3BX","53.682365,-2.689087"
"PR25 3BY","53.682407,-2.688058"
"PR25 3BZ","53.706289,-2.687388"
"PR25 3DA","53.684313,-2.689603"
"PR25 3DB","53.706293,-2.688267"
"PR25 3DD","53.702767,-2.693885"
"PR25 3DE","53.681245,-2.685405"
"PR25 3DF","53.700179,-2.700981"
"PR25 3DG","53.703449,-2.692578"
"PR25 3DH","53.685983,-2.69761"
"PR25 3DJ","53.702648,-2.692702"
"PR25 3DN","53.684397,-2.688954"
"PR25 3DP","53.683596,-2.686079"
"PR25 3DQ","53.680906,-2.689533"
"PR25 3DR","53.683133,-2.685284"
"PR25 3DS","53.682997,-2.686993"
"PR25 3DT","53.682883,-2.686506"
"PR25 3DU","53.682248,-2.687541"
"PR25 3DW","53.680098,-2.692623"
"PR25 3DX","53.68387,-2.685251"
"PR25 3DY","53.686625,-2.695593"
"PR25 3EA","53.695357,-2.690041"
"PR25 3EB","53.695883,-2.690777"
"PR25 3ED","53.693587,-2.6898"
"PR25 3EE","53.693271,-2.688553"
"PR25 3EF","53.703101,-2.690452"
"PR25 3EH","53.691807,-2.688499"
"PR25 3EJ","53.688737,-2.697065"
"PR25 3EL","53.688028,-2.698311"
"PR25 3EN","53.69075,-2.68933"
"PR25 3EP","53.689555,-2.68769"
"PR25 3EQ","53.689569,-2.686782"
"PR25 3ER","53.691386,-2.68719"
"PR25 3ES","53.691089,-2.68508"
"PR25 3ET","53.693269,-2.687266"
"PR25 3EU","53.702246,-2.692332"
"PR25 3EX","53.689646,-2.68893"
"PR25 3EY","53.700145,-2.719459"
"PR25 3FA","53.689744,-2.690661"
"PR25 3FB","53.695291,-2.690449"
"PR25 3FD","53.68969,-2.692356"
"PR25 3FE","53.692849,-2.688395"
"PR25 3FF","53.697877,-2.697232"
"PR25 3FG","53.68998,-2.691952"
"PR25 3FH","53.69115,-2.688595"
"PR25 3FJ","53.688855,-2.695326"
"PR25 3FL","53.689196,-2.692182"
"PR25 3FN","53.69047,-2.689583"
"PR25 3FS","53.691816,-2.685243"
"PR25 3GG","53.698587,-2.692593"
"PR25 3GJ","53.689177,-2.690864"
"PR25 3GN","53.687318,-2.696845"
"PR25 3GR","53.707505,-2.687529"
"PR25 3HA","53.695173,-2.68916"
"PR25 3HB","53.69462,-2.686925"
"PR25 3HD","53.694032,-2.6859"
"PR25 3HE","53.695655,-2.688183"
"PR25 3HH","53.695258,-2.68851"
"PR25 3HJ","53.695008,-2.688082"
"PR25 3HL","53.695059,-2.687114"
"PR25 3HN","53.695056,-2.686129"
"PR25 3JB","53.688563,-2.683586"
"PR25 3JD","53.688944,-2.683637"
"PR25 3JE","53.688919,-2.684091"
"PR25 3JH","53.689403,-2.686022"
"PR25 3JJ","53.689733,-2.684831"
"PR25 3JL","53.689585,-2.683996"
"PR25 3JN","53.68991,-2.685258"
"PR25 3JP","53.690713,-2.684832"
"PR25 3JQ","53.684463,-2.683792"
"PR25 3JR","53.682889,-2.685462"
"PR25 3JZ","53.688571,-2.739614"
"PR25 3LJ","53.697717,-2.689202"
"PR25 3LP","53.698193,-2.689209"
"PR25 3LZ","53.697654,-2.690715"
"PR25 3NA","53.695192,-2.692159"
"PR25 3ND","53.69645,-2.69218"
"PR25 3NE","53.697461,-2.689894"
"PR25 3NF","53.699934,-2.688102"
"PR25 3NH","53.697211,-2.689617"
"PR25 3NJ","53.69625,-2.689405"
"PR25 3NL","53.69716,-2.689147"
"PR25 3NN","53.698237,-2.687968"
"PR25 3NP","53.698023,-2.6906"
"PR25 3NQ","53.699545,-2.690171"
"PR25 3NR","53.699885,-2.690621"
"PR25 3NS","53.699052,-2.691389"
"PR25 3NT","53.702209,-2.694043"
"PR25 3NU","53.701206,-2.692227"
"PR25 3NW","53.701556,-2.693279"
"PR25 3NX","53.701012,-2.694557"
"PR25 3NY","53.701062,-2.691843"
"PR25 3NZ","53.698702,-2.688415"
"PR25 3PA","53.701026,-2.693769"
"PR25 3PF","53.696356,-2.686726"
"PR25 3PG","53.698106,-2.693373"
"PR25 3PL","53.696948,-2.688492"
"PR25 3PN","53.697271,-2.686968"
"PR25 3PR","53.696219,-2.686981"
"PR25 3PS","53.685416,-2.689985"
"PR25 3PT","53.695767,-2.685974"
"PR25 3PU","53.684699,-2.689701"
"PR25 3PX","53.690098,-2.688668"
"PR25 3PY","53.696062,-2.687675"
"PR25 3QW","53.700809,-2.68904"
"PR25 3QX","53.700286,-2.689319"
"PR25 3RA","53.701734,-2.689127"
"PR25 3RD","53.703443,-2.68925"
"PR25 3RJ","53.713759,-2.689555"
"PR25 3SA","53.688615,-2.688568"
"PR25 3SH","53.697005,-2.689417"
"PR25 3SJ","53.696012,-2.688704"
"PR25 3SL","53.696789,-2.689444"
"PR25 3SN","53.697638,-2.68893"
"PR25 3SP","53.6989,-2.689751"
"PR25 3SQ","53.699781,-2.689644"
"PR25 3SR","53.699807,-2.691387"
"PR25 3SS","53.698586,-2.691386"
"PR25 3UA","53.698416,-2.69874"
"PR25 3UB","53.700649,-2.69808"
"PR25 3UD","53.703869,-2.69468"
"PR25 3UE","53.703091,-2.69547"
"PR25 3UF","53.701411,-2.697093"
"PR25 3UG","53.699225,-2.698859"
"PR25 3UH","53.704718,-2.695421"
"PR25 3UJ","53.703944,-2.695681"
"PR25 3UL","53.699447,-2.699242"
"PR25 3UN","53.699409,-2.69653"
"PR25 3UP","53.699358,-2.697468"
"PR25 3UQ","53.704848,-2.691666"
"PR25 3UR","53.699134,-2.695571"
"PR25 3US","53.698662,-2.699694"
"PR25 3UT","53.701646,-2.698884"
"PR25 3UX","53.700346,-2.699302"
"PR25 3WA","53.700203,-2.706661"
"PR25 3XF","53.698114,-2.701139"
"PR25 3XG","53.704512,-2.698398"
"PR25 3XH","53.704065,-2.696345"
"PR25 3XJ","53.698079,-2.701143"
"PR25 3YA","53.69844,-2.7008"
"PR25 3YB","53.699003,-2.701552"
"PR25 3YD","53.700228,-2.702557"
"PR25 3ZA","53.698999,-2.700643"
"PR25 3ZD","53.701327,-2.70206"
"PR25 3ZE","53.699483,-2.707558"
"PR25 3ZF","53.70318,-2.701818"
"PR25 3ZG","53.70277,-2.701266"
"PR25 3ZJ","53.702215,-2.700772"
"PR25 4AB","53.705836,-2.685214"
"PR25 4AD","53.691451,-2.679721"
"PR25 4GA","53.702241,-2.683928"
"PR25 4GB","53.700292,-2.683639"
"PR25 4GD","53.706104,-2.677992"
"PR25 4GE","53.701548,-2.687144"
"PR25 4GH","53.701857,-2.684983"
"PR25 4GJ","53.702561,-2.686069"
"PR25 4GL","53.703349,-2.685143"
"PR25 4GP","53.70526,-2.680978"
"PR25 4GQ","53.704643,-2.682028"
"PR25 4GS","53.708994,-2.681765"
"PR25 4GT","53.709597,-2.681851"
"PR25 4GU","53.704187,-2.688024"
"PR25 4HP","53.69008,-2.680733"
"PR25 4HQ","53.68956,-2.680497"
"PR25 4HR","53.691907,-2.680353"
"PR25 4HS","53.693398,-2.683603"
"PR25 4HT","53.691583,-2.682044"
"PR25 4HU","53.690502,-2.680876"
"PR25 4HX","53.69119,-2.681463"
"PR25 4HY","53.690349,-2.682342"
"PR25 4JA","53.688092,-2.679459"
"PR25 4JU","53.703367,-2.686537"
"PR25 4JX","53.69508,-2.680344"
"PR25 4NT","53.700188,-2.686122"
"PR25 4NU","53.699696,-2.68419"
"PR25 4NX","53.699672,-2.685298"
"PR25 4NY","53.699284,-2.683941"
"PR25 4PA","53.699369,-2.684821"
"PR25 4PW","53.698905,-2.682496"
"PR25 4QA","53.701417,-2.68496"
"PR25 4QB","53.700921,-2.683634"
"PR25 4QD","53.701218,-2.683654"
"PR25 4QE","53.701528,-2.687567"
"PR25 4QF","53.704273,-2.683734"
"PR25 4QG","53.704595,-2.684103"
"PR25 4QH","53.702317,-2.686262"
"PR25 4QJ","53.702714,-2.686102"
"PR25 4QL","53.703362,-2.68431"
"PR25 4QN","53.703972,-2.684502"
"PR25 4QP","53.703391,-2.682432"
"PR25 4QQ","53.703913,-2.682259"
"PR25 4QR","53.705316,-2.682386"
"PR25 4QS","53.708016,-2.681462"
"PR25 4QT","53.708119,-2.682433"
"PR25 4QU","53.70493,-2.680458"
"PR25 4QX","53.706508,-2.682771"
"PR25 4QY","53.705049,-2.681747"
"PR25 4QZ","53.707922,-2.679127"
"PR25 4RH","53.70749,-2.680847"
"PR25 4SE","53.699127,-2.675184"
"PR25 4SH","53.698099,-2.680696"
"PR25 4SJ","53.699475,-2.678931"
"PR25 4ST","53.700634,-2.686674"
"PR25 4SU","53.699988,-2.683331"
"PR25 4SW","53.698873,-2.680254"
"PR25 4SX","53.699336,-2.68582"
"PR25 4SY","53.69895,-2.684178"
"PR25 4SZ","53.698824,-2.681086"
"PR25 4UA","53.708532,-2.684197"
"PR25 4UB","53.709428,-2.679758"
"PR25 4UD","53.702454,-2.684462"
"PR25 4UT","53.694162,-2.682116"
"PR25 4UU","53.694728,-2.682156"
"PR25 4UX","53.702134,-2.679079"
"PR25 4UY","53.702916,-2.678956"
"PR25 4XA","53.698744,-2.684069"
"PR25 4XB","53.698036,-2.685132"
"PR25 4XD","53.698292,-2.686045"
"PR25 4XE","53.697888,-2.684327"
"PR25 4XH","53.697801,-2.683826"
"PR25 4XJ","53.697638,-2.683853"
"PR25 4XL","53.699868,-2.682375"
"PR25 4XN","53.700902,-2.680741"
"PR25 4XP","53.70244,-2.680539"
"PR25 4XQ","53.700703,-2.682495"
"PR25 4XR","53.702177,-2.682579"
"PR25 4XS","53.702416,-2.681553"
"PR25 4XT","53.701571,-2.681641"
"PR25 4XU","53.696762,-2.684779"
"PR25 4XX","53.700232,-2.679988"
"PR25 4XY","53.700937,-2.679257"
"PR25 4XZ","53.699376,-2.680413"
"PR25 4YA","53.697642,-2.683354"
"PR25 4YB","53.695498,-2.684213"
"PR25 4YD","53.69374,-2.683503"
"PR25 4YE","53.693706,-2.681685"
"PR25 4YH","53.692625,-2.680516"
"PR25 4YJ","53.692789,-2.678566"
"PR25 4YL","53.694196,-2.679285"
"PR25 4YN","53.694588,-2.681442"
"PR25 4YP","53.689871,-2.679457"
"PR25 4YQ","53.688936,-2.679564"
"PR25 4YR","53.70418,-2.679537"
"PR25 4YS","53.70651,-2.679332"
"PR25 4YT","53.706335,-2.680041"
"PR25 4YU","53.703699,-2.680226"
"PR25 4YX","53.695569,-2.682881"
"PR25 4YY","53.696315,-2.682848"
"PR25 4ZB","53.695864,-2.684734"
"PR25 4ZD","53.692976,-2.681991"
"PR25 4ZE","53.693501,-2.681348"
"PR25 4ZH","53.691777,-2.679382"
"PR25 4ZJ","53.691279,-2.678435"
"PR25 4ZL","53.693652,-2.680033"
"PR25 4ZN","53.6964,-2.680487"
"PR25 4ZP","53.690736,-2.679123"
"PR25 4ZQ","53.688685,-2.680983"
"PR25 4ZR","53.69711,-2.680528"
"PR25 4ZS","53.697468,-2.680761"
"PR25 4ZY","53.697587,-2.678809"
"PR25 5AB","53.700784,-2.671481"
"PR25 5AD","53.699262,-2.668794"
"PR25 5AE","53.698575,-2.667628"
"PR25 5AF","53.698025,-2.668199"
"PR25 5AG","53.699192,-2.669263"
"PR25 5AH","53.699149,-2.669837"
"PR25 5AJ","53.701917,-2.67229"
"PR25 5AL","53.701931,-2.671321"
"PR25 5AN","53.700969,-2.670256"
"PR25 5AP","53.699681,-2.671012"
"PR25 5AQ","53.697764,-2.669921"
"PR25 5AR","53.698612,-2.670628"
"PR25 5AS","53.70079,-2.666861"
"PR25 5AT","53.701103,-2.667199"
"PR25 5AU","53.700597,-2.667676"
"PR25 5AW","53.699756,-2.666905"
"PR25 5BB","53.702827,-2.664242"
"PR25 5DA","53.683501,-2.677704"
"PR25 5DB","53.68809,-2.675189"
"PR25 5DD","53.688054,-2.676627"
"PR25 5LW","53.701174,-2.660948"
"PR25 5LX","53.694831,-2.659001"
"PR25 5LY","53.69562,-2.659271"
"PR25 5PA","53.705739,-2.670957"
"PR25 5PB","53.704624,-2.67097"
"PR25 5PD","53.705164,-2.668902"
"PR25 5PE","53.705734,-2.670457"
"PR25 5PF","53.702023,-2.670171"
"PR25 5PG","53.703577,-2.666814"
"PR25 5PH","53.705586,-2.668804"
"PR25 5PJ","53.706356,-2.668104"
"PR25 5PL","53.703133,-2.667488"
"PR25 5PN","53.702452,-2.667114"
"PR25 5PP","53.697162,-2.659991"
"PR25 5PQ","53.696311,-2.659509"
"PR25 5PR","53.701914,-2.668821"
"PR25 5PS","53.702349,-2.667794"
"PR25 5PT","53.701377,-2.666506"
"PR25 5PU","53.701515,-2.669421"
"PR25 5QG","53.706036,-2.669326"
"PR25 5RB","53.698579,-2.662149"
"PR25 5RE","53.698772,-2.663137"
"PR25 5RF","53.702063,-2.661159"
"PR25 5RG","53.701418,-2.662512"
"PR25 5RJ","53.693293,-2.662369"
"PR25 5RL","53.694749,-2.665663"
"PR25 5RN","53.694233,-2.664625"
"PR25 5RP","53.692518,-2.664417"
"PR25 5RQ","53.701866,-2.662625"
"PR25 5RR","53.692711,-2.666797"
"PR25 5RS","53.693548,-2.663448"
"PR25 5RT","53.693034,-2.665379"
"PR25 5RU","53.69354,-2.666432"
"PR25 5RW","53.700417,-2.661421"
"PR25 5RY","53.696131,-2.672455"
"PR25 5SA","53.706156,-2.673448"
"PR25 5SB","53.703034,-2.672444"
"PR25 5SD","53.697939,-2.672411"
"PR25 5SE","53.69598,-2.66909"
"PR25 5SF","53.700247,-2.662933"
"PR25 5SG","53.700605,-2.664817"
"PR25 5SH","53.699954,-2.671816"
"PR25 5SJ","53.697008,-2.664427"
"PR25 5SL","53.699589,-2.676297"
"PR25 5SN","53.696518,-2.669341"
"PR25 5SP","53.697493,-2.663465"
"PR25 5SQ","53.696208,-2.6634"
"PR25 5SR","53.697109,-2.671183"
"PR25 5SS","53.697449,-2.669901"
"PR25 5ST","53.697639,-2.66795"
"PR25 5SU","53.697808,-2.666772"
"PR25 5SX","53.698504,-2.66445"
"PR25 5SY","53.699684,-2.657623"
"PR25 5TA","53.701545,-2.660499"
"PR25 5TB","53.70722,-2.664785"
"PR25 5TD","53.696368,-2.667113"
"PR25 5TE","53.695776,-2.668527"
"PR25 5TF","53.700258,-2.662494"
"PR25 5TG","53.700267,-2.660919"
"PR25 5TH","53.695095,-2.668031"
"PR25 5TJ","53.695748,-2.66374"
"PR25 5TL","53.695512,-2.665751"
"PR25 5TN","53.695592,-2.662738"
"PR25 5TP","53.696221,-2.661203"
"PR25 5TQ","53.699239,-2.661448"
"PR25 5TR","53.697034,-2.671697"
"PR25 5TS","53.695666,-2.670403"
"PR25 5TT","53.694156,-2.670334"
"PR25 5TU","53.694984,-2.67174"
"PR25 5TW","53.698887,-2.665926"
"PR25 5TX","53.694756,-2.672463"
"PR25 5TY","53.699397,-2.665555"
"PR25 5UA","53.69251,-2.675366"
"PR25 5UB","53.692649,-2.675017"
